id_material;descricao;id_pedido;quantidade_pedida
692;Balcão - cor argila;344;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;343;1
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;343;8
7310;Escada de alumínio, 6 degraus;343;1
7309;Escada de alumínio, 3 degraus;343;1
1862;"Mesa em formato de ""L"" - cor mogno";343;4
722;Mesa de direção - cor mogno;343;1
713;Mesa Auxiliar - cor mogno;343;1
704;Mesa de apoio - cor mogno;343;2
697;Gaveteiro volante - cor mogno;343;6
696;Gaveteiro volante - cor argila;343;8
683;Sofá - 2 lugares - tecido azul;343;1
487;Bebedouro para garrafão - 110v;343;1
664;Cadeira giratória - com braço - espaldar baixo - tecido azul;342;22
6544;Ventilador de parede - bivolt;340;2
6514;Ventilador tipo coluna/pedestal - bivolt;340;1
802;Tablado - cor azul;340;1
1862;"Mesa em formato de ""L"" - cor mogno";339;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;338;5
632;Estante de aço - 6 prateleiras;337;2
1496;Embalador de Guarda-Chuva;336;2
1496;Embalador de Guarda-Chuva;335;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;334;4
6544;Ventilador de parede - bivolt;334;6
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;333;17
771;Extintor de incêndio do tipo pó químico de  4 kg;332;1
769;Extintor de incêndio do tipo CO 2 (gás carbônico) de 6 kg;332;1
657;Cadeira giratória - espaldar alto - tecido azul;331;1
7914;Carrinho armazém 150kg (BEC);330;1
803;Carrinho Tipo Bagageiro - 100 Kg;330;1
770;Extintor de incêndio do tipo água pressurizada - 10 litros;330;1
496;Forno de microondas - 110v;330;1
485;Bebedouro elétrico tipo pressão, 110Volts;330;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;328;7
7310;Escada de alumínio, 6 degraus;327;1
7309;Escada de alumínio, 3 degraus;327;1
6514;Ventilador tipo coluna/pedestal - bivolt;326;8
485;Bebedouro elétrico tipo pressão, 110Volts;326;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;325;9
6514;Ventilador tipo coluna/pedestal - bivolt;325;5
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;324;2
2703;"Mesa para Chefia em ""L""";324;1
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;323;6
664;Cadeira giratória - com braço - espaldar baixo - tecido azul;323;8
500;Refrigerador, modelo doméstico, 110 Volts;323;1
495;Fogão, de piso, 04 bocas, branco;323;1
706;Mesa de escritório - cor argila;322;5
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;321;1
1305;Balcão cor mogno;321;2
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;320;3
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;320;45
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;320;9
6544;Ventilador de parede - bivolt;320;1
6514;Ventilador tipo coluna/pedestal - bivolt;320;3
1862;"Mesa em formato de ""L"" - cor mogno";320;3
722;Mesa de direção - cor mogno;320;1
706;Mesa de escritório - cor argila;320;20
696;Gaveteiro volante - cor argila;320;22
632;Estante de aço - 6 prateleiras;320;2
664;Cadeira giratória - com braço - espaldar baixo - tecido azul;319;6
691;Armário sem cabideiro - cor mogno;318;1
656;Cadeira fixa - espaldar médio - com braço - tecido azul;317;10
1314;Cadeira tipo longarina - 04 assentos - c/braços;316;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;315;6
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;314;7
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;314;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;314;35
706;Mesa de escritório - cor argila;314;2
696;Gaveteiro volante - cor argila;314;19
665;Cadeira giratória - com braço - espaldar médio - tecido azul;314;4
664;Cadeira giratória - com braço - espaldar baixo - tecido azul;314;14
500;Refrigerador, modelo doméstico, 110 Volts;314;1
496;Forno de microondas - 110v;314;1
487;Bebedouro para garrafão - 110v;314;2
6514;Ventilador tipo coluna/pedestal - bivolt;313;2
504;Circulador de ar - 110v;313;2
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;312;2
722;Mesa de direção - cor mogno;312;2
697;Gaveteiro volante - cor mogno;312;6
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;311;4
6544;Ventilador de parede - bivolt;311;6
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;310;20
7309;Escada de alumínio, 3 degraus;310;1
802;Tablado - cor azul;310;2
652;CADEIRA ALTA PARA BALCÃO - TECIDO AZUL;310;5
485;Bebedouro elétrico tipo pressão, 110Volts;310;2
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;309;3
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;309;5
706;Mesa de escritório - cor argila;309;4
702;Mesa de apoio - cor argila;309;5
696;Gaveteiro volante - cor argila;309;6
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;308;3
7311;Escada de alumínio, 8 degraus;308;2
6544;Ventilador de parede - bivolt;308;2
6493;Ventilador de teto 220v, com 3 pás;308;2
6485;Refrigerador, modelo doméstico, 220 Volts;308;1
1862;"Mesa em formato de ""L"" - cor mogno";308;1
1861;Aparelho de Ar Condicionado - tipo janela - 18000 BTUs;308;1
1355;Aparelho de ar condicionado - tipo janela - 21000 BTUs;308;1
697;Gaveteiro volante - cor mogno;308;1
696;Gaveteiro volante - cor argila;308;11
692;Balcão - cor argila;308;4
1862;"Mesa em formato de ""L"" - cor mogno";307;1
713;Mesa Auxiliar - cor mogno;307;1
688;Armário-Estante - cor mogno;307;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;306;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;304;3
2750;Aparelho de Ar Condicionado - tipo janela - 30000 BTUs;304;2
696;Gaveteiro volante - cor argila;304;3
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;303;7
1314;Cadeira tipo longarina - 04 assentos - c/braços;302;4
1313;Cadeira tipo longarina - 03 assentos - c/braços;302;4
696;Gaveteiro volante - cor argila;301;1
702;Mesa de apoio - cor argila;300;1
6483;Bebedouro para garrafão - 220v;299;1
3450;Carrinho Tipo Estacionamento (100 x 45 x 50) cm;298;1
2717;Carrinho Tipo Abastecimento - 300 Kg;298;1
3163;Retroprojetor;297;1
1706;Mesa redonda para acomodação de 6 pessoas;297;3
656;Cadeira fixa - espaldar médio - com braço - tecido azul;297;7
683;Sofá - 2 lugares - tecido azul;296;3
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;295;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;295;1
3006;Escada - 8 degraus;294;1
665;Cadeira giratória - com braço - espaldar médio - tecido azul;294;7
1706;Mesa redonda para acomodação de 6 pessoas;293;3
721;Mesa de direção - cor argila;292;1
665;Cadeira giratória - com braço - espaldar médio - tecido azul;291;1
657;Cadeira giratória - espaldar alto - tecido azul;291;2
655;Cadeira fixa - espaldar baixo - sem braços - tecido azul;291;7
802;Tablado - cor azul;290;3
691;Armário sem cabideiro - cor mogno;290;2
7310;Escada de alumínio, 6 degraus;289;1
7309;Escada de alumínio, 3 degraus;289;1
1862;"Mesa em formato de ""L"" - cor mogno";289;7
1313;Cadeira tipo longarina - 03 assentos - c/braços;289;2
1305;Balcão cor mogno;289;2
802;Tablado - cor azul;289;1
693;Banco de espera - bege;289;6
692;Balcão - cor argila;289;3
683;Sofá - 2 lugares - tecido azul;289;7
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;288;1
6544;Ventilador de parede - bivolt;288;5
692;Balcão - cor argila;288;42
487;Bebedouro para garrafão - 110v;288;1
504;Circulador de ar - 110v;287;3
771;Extintor de incêndio do tipo pó químico de  4 kg;286;1
769;Extintor de incêndio do tipo CO 2 (gás carbônico) de 6 kg;286;1
2750;Aparelho de Ar Condicionado - tipo janela - 30000 BTUs;285;22
726;Mesa de reunião - cor mogno;284;2
706;Mesa de escritório - cor argila;284;5
702;Mesa de apoio - cor argila;284;6
805;Mesa de centro - cor mogno;283;1
693;Banco de espera - bege;283;25
683;Sofá - 2 lugares - tecido azul;283;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;282;4
696;Gaveteiro volante - cor argila;282;10
633;Estante de aço - 8 prateleiras;282;5
6489;Circulador de ar - 220v;281;6
2750;Aparelho de Ar Condicionado - tipo janela - 30000 BTUs;281;1
487;Bebedouro para garrafão - 110v;281;2
1496;Embalador de Guarda-Chuva;280;2
1496;Embalador de Guarda-Chuva;279;2
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;277;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;277;6
6514;Ventilador tipo coluna/pedestal - bivolt;276;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;275;15
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;275;56
706;Mesa de escritório - cor argila;275;15
693;Banco de espera - bege;275;5
485;Bebedouro elétrico tipo pressão, 110Volts;275;3
7310;Escada de alumínio, 6 degraus;273;1
7309;Escada de alumínio, 3 degraus;273;1
6544;Ventilador de parede - bivolt;271;2
6514;Ventilador tipo coluna/pedestal - bivolt;271;1
802;Tablado - cor azul;271;1
664;Cadeira giratória - com braço - espaldar baixo - tecido azul;271;22
3163;Retroprojetor;270;1
1706;Mesa redonda para acomodação de 6 pessoas;270;3
683;Sofá - 2 lugares - tecido azul;270;3
656;Cadeira fixa - espaldar médio - com braço - tecido azul;270;7
500;Refrigerador, modelo doméstico, 110 Volts;269;1
692;Balcão - cor argila;268;2
1862;"Mesa em formato de ""L"" - cor mogno";267;2
713;Mesa Auxiliar - cor mogno;267;4
704;Mesa de apoio - cor mogno;267;3
688;Armário-Estante - cor mogno;267;3
1863;Mesa em formato peninsular - cor mogno;266;2
1862;"Mesa em formato de ""L"" - cor mogno";266;9
1305;Balcão cor mogno;266;8
713;Mesa Auxiliar - cor mogno;266;2
704;Mesa de apoio - cor mogno;266;2
1862;"Mesa em formato de ""L"" - cor mogno";265;1
704;Mesa de apoio - cor mogno;265;2
500;Refrigerador, modelo doméstico, 110 Volts;264;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;262;7
7309;Escada de alumínio, 3 degraus;262;1
1314;Cadeira tipo longarina - 04 assentos - c/braços;262;1
504;Circulador de ar - 110v;262;3
503;Mesa para refeitório - 6 lugares;262;1
490;Cadeira para refeitório;262;4
3163;Retroprojetor;261;1
3006;Escada - 8 degraus;261;1
1706;Mesa redonda para acomodação de 6 pessoas;261;3
665;Cadeira giratória - com braço - espaldar médio - tecido azul;261;7
7310;Escada de alumínio, 6 degraus;260;3
7309;Escada de alumínio, 3 degraus;260;4
6181;Mesa para refeitório - 4 lugares;260;4
1314;Cadeira tipo longarina - 04 assentos - c/braços;260;9
1268;Armário de aço - tipo roupeiro - 2 portas (BEC);260;5
704;Mesa de apoio - cor mogno;260;4
692;Balcão - cor argila;260;22
683;Sofá - 2 lugares - tecido azul;260;10
632;Estante de aço - 6 prateleiras;260;31
503;Mesa para refeitório - 6 lugares;260;2
490;Cadeira para refeitório;260;16
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;259;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;258;7
7309;Escada de alumínio, 3 degraus;258;1
3450;Carrinho Tipo Estacionamento (100 x 45 x 50) cm;258;1
2717;Carrinho Tipo Abastecimento - 300 Kg;258;1
1314;Cadeira tipo longarina - 04 assentos - c/braços;258;1
713;Mesa Auxiliar - cor mogno;258;2
706;Mesa de escritório - cor argila;258;6
504;Circulador de ar - 110v;258;3
503;Mesa para refeitório - 6 lugares;258;1
496;Forno de microondas - 110v;258;1
490;Cadeira para refeitório;258;4
487;Bebedouro para garrafão - 110v;258;1
485;Bebedouro elétrico tipo pressão, 110Volts;258;1
485;Bebedouro elétrico tipo pressão, 110Volts;257;2
7914;Carrinho armazém 150kg (BEC);256;1
803;Carrinho Tipo Bagageiro - 100 Kg;256;1
770;Extintor de incêndio do tipo água pressurizada - 10 litros;256;1
657;Cadeira giratória - espaldar alto - tecido azul;256;1
496;Forno de microondas - 110v;256;1
485;Bebedouro elétrico tipo pressão, 110Volts;256;1
770;Extintor de incêndio do tipo água pressurizada - 10 litros;254;2
1862;"Mesa em formato de ""L"" - cor mogno";253;4
722;Mesa de direção - cor mogno;253;1
713;Mesa Auxiliar - cor mogno;253;5
704;Mesa de apoio - cor mogno;253;2
697;Gaveteiro volante - cor mogno;253;6
691;Armário sem cabideiro - cor mogno;253;1
688;Armário-Estante - cor mogno;253;2
664;Cadeira giratória - com braço - espaldar baixo - tecido azul;253;6
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;252;7
7309;Escada de alumínio, 3 degraus;252;1
3450;Carrinho Tipo Estacionamento (100 x 45 x 50) cm;252;1
2717;Carrinho Tipo Abastecimento - 300 Kg;252;1
1314;Cadeira tipo longarina - 04 assentos - c/braços;252;1
713;Mesa Auxiliar - cor mogno;252;2
706;Mesa de escritório - cor argila;252;6
664;Cadeira giratória - com braço - espaldar baixo - tecido azul;252;7
504;Circulador de ar - 110v;252;3
503;Mesa para refeitório - 6 lugares;252;1
496;Forno de microondas - 110v;252;1
490;Cadeira para refeitório;252;4
487;Bebedouro para garrafão - 110v;252;1
485;Bebedouro elétrico tipo pressão, 110Volts;252;1
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;251;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;251;4
7915;Carrinho para galão de água (BEC);251;1
803;Carrinho Tipo Bagageiro - 100 Kg;251;1
721;Mesa de direção - cor argila;251;1
706;Mesa de escritório - cor argila;251;4
697;Gaveteiro volante - cor mogno;251;4
686;Armário sem cabideiro - cor argila;251;2
6514;Ventilador tipo coluna/pedestal - bivolt;250;2
1862;"Mesa em formato de ""L"" - cor mogno";250;1
1314;Cadeira tipo longarina - 04 assentos - c/braços;250;2
726;Mesa de reunião - cor mogno;250;1
722;Mesa de direção - cor mogno;250;1
704;Mesa de apoio - cor mogno;250;1
690;Armário com cabideiro - cor mogno;250;1
656;Cadeira fixa - espaldar médio - com braço - tecido azul;250;10
487;Bebedouro para garrafão - 110v;250;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;249;6
726;Mesa de reunião - cor mogno;249;1
706;Mesa de escritório - cor argila;249;4
693;Banco de espera - bege;249;1
6514;Ventilador tipo coluna/pedestal - bivolt;248;2
504;Circulador de ar - 110v;248;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;247;12
706;Mesa de escritório - cor argila;247;4
721;Mesa de direção - cor argila;246;1
692;Balcão - cor argila;245;2
633;Estante de aço - 8 prateleiras;243;6
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;242;1
692;Balcão - cor argila;241;2
6544;Ventilador de parede - bivolt;240;1
692;Balcão - cor argila;239;2
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;238;1
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;238;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;238;6
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;238;2
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;238;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;237;12
487;Bebedouro para garrafão - 110v;236;1
6514;Ventilador tipo coluna/pedestal - bivolt;235;2
6514;Ventilador tipo coluna/pedestal - bivolt;234;3
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;233;30
706;Mesa de escritório - cor argila;233;27
696;Gaveteiro volante - cor argila;232;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;231;1
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;230;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;230;3
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;230;6
6489;Circulador de ar - 220v;230;2
1305;Balcão cor mogno;230;2
726;Mesa de reunião - cor mogno;230;1
722;Mesa de direção - cor mogno;230;1
713;Mesa Auxiliar - cor mogno;230;2
704;Mesa de apoio - cor mogno;230;2
697;Gaveteiro volante - cor mogno;230;3
1355;Aparelho de ar condicionado - tipo janela - 21000 BTUs;229;6
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;228;3
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;228;5
706;Mesa de escritório - cor argila;228;4
702;Mesa de apoio - cor argila;228;5
696;Gaveteiro volante - cor argila;228;6
6483;Bebedouro para garrafão - 220v;227;1
7915;Carrinho para galão de água (BEC);226;1
3450;Carrinho Tipo Estacionamento (100 x 45 x 50) cm;226;3
803;Carrinho Tipo Bagageiro - 100 Kg;226;3
3007;Escada - 9 degraus;225;1
3007;Escada - 9 degraus;224;1
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;223;1
691;Armário sem cabideiro - cor mogno;222;2
691;Armário sem cabideiro - cor mogno;221;2
7311;Escada de alumínio, 8 degraus;220;1
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;218;1
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;217;3
6514;Ventilador tipo coluna/pedestal - bivolt;217;3
1863;Mesa em formato peninsular - cor mogno;217;4
802;Tablado - cor azul;217;3
726;Mesa de reunião - cor mogno;217;2
722;Mesa de direção - cor mogno;217;2
702;Mesa de apoio - cor argila;217;4
697;Gaveteiro volante - cor mogno;217;6
691;Armário sem cabideiro - cor mogno;217;2
690;Armário com cabideiro - cor mogno;217;1
665;Cadeira giratória - com braço - espaldar médio - tecido azul;217;1
657;Cadeira giratória - espaldar alto - tecido azul;217;2
655;Cadeira fixa - espaldar baixo - sem braços - tecido azul;217;7
6544;Ventilador de parede - bivolt;216;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;215;14
706;Mesa de escritório - cor argila;215;14
693;Banco de espera - bege;215;5
655;Cadeira fixa - espaldar baixo - sem braços - tecido azul;215;1
485;Bebedouro elétrico tipo pressão, 110Volts;215;3
1861;Aparelho de Ar Condicionado - tipo janela - 18000 BTUs;214;2
3007;Escada - 9 degraus;213;1
691;Armário sem cabideiro - cor mogno;213;2
632;Estante de aço - 6 prateleiras;213;6
7310;Escada de alumínio, 6 degraus;212;1
7309;Escada de alumínio, 3 degraus;212;1
2870;MARTELETE PERFURADOR ROMPEDOR - 110 Volts;212;1
1862;"Mesa em formato de ""L"" - cor mogno";212;7
1706;Mesa redonda para acomodação de 6 pessoas;212;1
1313;Cadeira tipo longarina - 03 assentos - c/braços;212;2
1305;Balcão cor mogno;212;2
802;Tablado - cor azul;212;1
713;Mesa Auxiliar - cor mogno;212;5
704;Mesa de apoio - cor mogno;212;1
702;Mesa de apoio - cor argila;212;5
693;Banco de espera - bege;212;6
692;Balcão - cor argila;212;3
683;Sofá - 2 lugares - tecido azul;212;7
496;Forno de microondas - 110v;212;3
487;Bebedouro para garrafão - 110v;212;25
485;Bebedouro elétrico tipo pressão, 110Volts;212;3
1862;"Mesa em formato de ""L"" - cor mogno";211;1
722;Mesa de direção - cor mogno;211;1
713;Mesa Auxiliar - cor mogno;211;1
706;Mesa de escritório - cor argila;211;4
697;Gaveteiro volante - cor mogno;211;2
696;Gaveteiro volante - cor argila;211;4
688;Armário-Estante - cor mogno;211;1
691;Armário sem cabideiro - cor mogno;210;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;208;4
1862;"Mesa em formato de ""L"" - cor mogno";208;1
691;Armário sem cabideiro - cor mogno;206;2
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;205;5
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;205;1
7915;Carrinho para galão de água (BEC);205;1
7311;Escada de alumínio, 8 degraus;205;1
721;Mesa de direção - cor argila;205;1
706;Mesa de escritório - cor argila;205;5
696;Gaveteiro volante - cor argila;205;5
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;204;3
6544;Ventilador de parede - bivolt;204;5
6514;Ventilador tipo coluna/pedestal - bivolt;204;9
706;Mesa de escritório - cor argila;204;3
696;Gaveteiro volante - cor argila;204;7
692;Balcão - cor argila;204;42
487;Bebedouro para garrafão - 110v;204;1
1861;Aparelho de Ar Condicionado - tipo janela - 18000 BTUs;203;2
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;202;1
1860;Aparelho de Ar Condicionado - tipo janela - 12000 BTUs;201;2
1860;Aparelho de Ar Condicionado - tipo janela - 12000 BTUs;200;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;199;2
483;Armário para copa (kit triplo);198;1
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;197;3
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;197;10
503;Mesa para refeitório - 6 lugares;197;1
500;Refrigerador, modelo doméstico, 110 Volts;197;1
496;Forno de microondas - 110v;197;1
495;Fogão, de piso, 04 bocas, branco;197;1
490;Cadeira para refeitório;197;8
6570;"Televisor 32"" LED";196;1
2961;DVD Player;196;1
1496;Embalador de Guarda-Chuva;194;1
6570;"Televisor 32"" LED";193;1
2961;DVD Player;193;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;192;3
6544;Ventilador de parede - bivolt;191;1
483;Armário para copa (kit triplo);190;1
696;Gaveteiro volante - cor argila;189;4
632;Estante de aço - 6 prateleiras;189;2
690;Armário com cabideiro - cor mogno;188;1
696;Gaveteiro volante - cor argila;187;1
7311;Escada de alumínio, 8 degraus;185;1
503;Mesa para refeitório - 6 lugares;184;2
496;Forno de microondas - 110v;184;2
495;Fogão, de piso, 04 bocas, branco;184;1
490;Cadeira para refeitório;184;20
683;Sofá - 2 lugares - tecido azul;183;2
683;Sofá - 2 lugares - tecido azul;182;2
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;181;16
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;181;11
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;181;83
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;181;10
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;181;111
7311;Escada de alumínio, 8 degraus;181;2
7310;Escada de alumínio, 6 degraus;181;3
7309;Escada de alumínio, 3 degraus;181;4
6514;Ventilador tipo coluna/pedestal - bivolt;181;10
6181;Mesa para refeitório - 4 lugares;181;4
3233;Carrinho Tipo Plataforma - 400 Kg;181;1
3063;Carrinho Tipo Caixa em Tela - 500 Kg;181;1
2717;Carrinho Tipo Abastecimento - 300 Kg;181;1
1862;"Mesa em formato de ""L"" - cor mogno";181;15
1706;Mesa redonda para acomodação de 6 pessoas;181;3
1705;Mesa redonda para acomodação de 4 pessoas;181;3
1316;Cadeira tipo longarina - 06 assentos - c/braços;181;10
1315;Cadeira tipo longarina - 05 assentos - c/braços;181;6
1314;Cadeira tipo longarina - 04 assentos - c/braços;181;9
1268;Armário de aço - tipo roupeiro - 2 portas (BEC);181;5
802;Tablado - cor azul;181;5
726;Mesa de reunião - cor mogno;181;5
725;Mesa de reunião - cor argila;181;2
722;Mesa de direção - cor mogno;181;10
721;Mesa de direção - cor argila;181;9
713;Mesa Auxiliar - cor mogno;181;15
706;Mesa de escritório - cor argila;181;76
704;Mesa de apoio - cor mogno;181;15
702;Mesa de apoio - cor argila;181;20
697;Gaveteiro volante - cor mogno;181;30
696;Gaveteiro volante - cor argila;181;68
692;Balcão - cor argila;181;22
691;Armário sem cabideiro - cor mogno;181;10
690;Armário com cabideiro - cor mogno;181;5
688;Armário-Estante - cor mogno;181;15
686;Armário sem cabideiro - cor argila;181;35
683;Sofá - 2 lugares - tecido azul;181;10
633;Estante de aço - 8 prateleiras;181;46
632;Estante de aço - 6 prateleiras;181;31
503;Mesa para refeitório - 6 lugares;181;2
500;Refrigerador, modelo doméstico, 110 Volts;181;2
496;Forno de microondas - 110v;181;2
490;Cadeira para refeitório;181;16
487;Bebedouro para garrafão - 110v;181;6
3007;Escada - 9 degraus;180;1
3007;Escada - 9 degraus;179;1
6514;Ventilador tipo coluna/pedestal - bivolt;178;2
713;Mesa Auxiliar - cor mogno;178;1
704;Mesa de apoio - cor mogno;178;2
688;Armário-Estante - cor mogno;178;2
490;Cadeira para refeitório;178;8
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;177;9
6514;Ventilador tipo coluna/pedestal - bivolt;177;5
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;176;3
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;176;17
479;Amaciador de carne;175;1
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;174;2
1862;"Mesa em formato de ""L"" - cor mogno";174;4
722;Mesa de direção - cor mogno;174;2
